chunk_id,doc_id,filename,chunk_index,strategy,chunk_size_tokens,word_count,text
text1_semantic_0013,text1,text1.md,13,semantic,49,35,"But Payton refers to a ""judicial officer"" inserting his judgment ""between the zealous officer and the citizen,"" and the immigration officer who signs a Form I-205 is not a ""judicial officer."" That's the traditional thinking."
text1_semantic_0014,text1,text1.md,14,semantic,14,12,That thinking is captured by Judge Wright's reasoning in the Kidd v.
text1_semantic_0015,text1,text1.md,15,semantic,5,2,Mayorkas opinion.
text1_semantic_0016,text1,text1.md,16,semantic,132,99,"Judge Wright was addressing the broad category of administrative warrants, which included the subcategory of Form I-205 warrants, and here's what he wrote:

A judicial ""arrest warrant founded on probable cause implicitly carries with it the limited authority to enter a dwelling in which the suspect lives when there is reason to believe the suspect is within,"" Payton, 445 U.S. at 603, 100 S.Ct. 1371, and ""consistent with the Fourth Amendment, immigration authorities may arrest individuals for civil immigration removal purposes pursuant to an administrative arrest warrant issued by an executive official, rather than by a judge,"" Gonzalez v."
text1_semantic_0017,text1,text1.md,17,semantic,34,12,"U.S. Immigr. &amp; Customs Enf't, 975 F.3d 788, 825 (9th Cir. 2020)."
text1_semantic_0018,text1,text1.md,18,semantic,16,11,"However, as the Court has previously noted, (see Order re Mot."
text1_semantic_0019,text1,text1.md,19,semantic,34,25,"Dismiss, ECF No. 58), the Supreme Court has expressly declined to consider whether an administrative warrant satisfied the requirements for ""warrants"" under the Fourth Amendment."
text1_semantic_0020,text1,text1.md,20,semantic,6,3,See Abel v.
text1_semantic_0021,text1,text1.md,21,semantic,35,13,"United States, 362 U.S. 217, 230, 80 S.Ct. 683, 4 L.Ed.2d 668 (1960)."
text1_semantic_0022,text1,text1.md,22,semantic,14,12,"Rather, case law supports the need for independent judgment in issuing warrants."
text1_semantic_0023,text1,text1.md,23,semantic,11,4,"See, e.g., Shadwick v."
text1_semantic_0024,text1,text1.md,24,semantic,59,33,"City of Tampa, 407 U.S. 345, 350, 92 S.Ct. 2119, 32 L.Ed.2d 783 (1972) (""The warrant traditionally has represented an independent assurance that a search and arrest will not proceed without probable cause…."
text1_semantic_0025,text1,text1.md,25,semantic,66,46,"Thus, an issuing magistrate must … be neutral and detached.""); Coolidge, 403 U.S. at 449, 91 S.Ct. 2022 (""[T]he whole point of the basic rule … is that prosecutors and policemen simply cannot be asked to maintain the requisite neutrality with regard to their own investigations."")."
text1_semantic_0026,text1,text1.md,26,semantic,14,12,"Here, not all case administrative warrants are reviewed by an independent officer."
text1_semantic_0027,text1,text1.md,27,semantic,59,39,"There are fifty-two immigration officer categories expressly authorized to issue arrest warrants for immigration violations, as well as ""[o]ther duly authorized officers or employees of [DHS] or the United States who are delegated the authority."" 8 C.F.R. § 287.5(e)(2)."
text1_semantic_0028,text1,text1.md,28,semantic,43,32,"For example, a Form I-205 (Warrant of Removal) is reviewed by an ICE supervisor who signs on behalf of the Field Office Director and not by any judge (immigration or otherwise). (Decl."
text1_semantic_0029,text1,text1.md,29,semantic,65,36,"Anne Lai ISO Pls.' Opp'n DMSJ Ex. 12 (""Giles Dep."") 39:23-40:24, ECF No. 492-3.) Because the administrative warrants at issue here lack the independent assurance guaranteed by the Fourth Amendment, they do not immunize Defendants' conduct."
text1_semantic_0030,text1,text1.md,30,semantic,46,36,"This is also consistent with ICE training materials, which affirm ""that administrative warrants do not authorize entry into a dwelling without consent."" (DSUF 25.)

We don't know the specific basis for DHS's disagreement with that position."
text1_semantic_0031,text1,text1.md,31,semantic,16,14,"But if I had to guess, I would guess that they read Abel v."
text1_semantic_0032,text1,text1.md,32,semantic,23,12,"United States, 362 U.S. 217, 230 (1960). differently than did Judge Wright."
text1_semantic_0033,text1,text1.md,33,semantic,22,19,"In Kidd, above, Judge Wright says that Abel expressly declined to address whether administrative warrants are Fourth Amendment warrants."
text1_semantic_0034,text1,text1.md,34,semantic,7,3,"Technically, that's true."
text1_semantic_0035,text1,text1.md,35,semantic,61,52,"But if you read Abel, Justice Frankfurter is saying that the Court won't hear the defendant's argument that administrative warrants are not valid Fourth Amendment warrants because the defendant did not make the argument below-and Frankfurter drops a bunch of hints that he would be inclined to say that they are valid."
text1_semantic_0036,text1,text1.md,36,semantic,53,45,"Here's the beginning of the discussion from Abel:

The claim that the administrative warrant by which petitioner was arrested was invalid, because it did not satisfy the requirements for ""warrants"" under the Fourth Amendment, is not entitled to our consideration in the circumstances before us."
text1_semantic_0037,text1,text1.md,37,semantic,15,10,"It was not made below; indeed, it was expressly disavowed."
text1_semantic_0038,text1,text1.md,38,semantic,18,15,Statutes authorizing administrative arrest to achieve detention pending deportation proceedings have the sanction of time.
text1_semantic_0039,text1,text1.md,39,semantic,72,62,"It would emphasize the disregard for the presumptive respect the Court owes to the validity of Acts of Congress, especially when confirmed by uncontested historical legitimacy, to bring into question for the first time such a long-sanctioned practice of government at the behest of a party who not only did not challenge the exercise of authority below, but expressly acknowledged its validity."
text1_semantic_0040,text1,text1.md,40,semantic,43,36,"Frankfurter goes on to say that it would be a different story if the immigration process here was really about a criminal investigation; so long as it's really about immigration, it's on much more solid ground."
text1_semantic_0041,text1,text1.md,41,semantic,12,11,You can see that reading of Abel in United States v.
text1_semantic_0042,text1,text1.md,42,semantic,36,9,"Malagerio, No. 5:20-CR-154H-BQ-1, 2021 WL 3030067, at 1 (N.D."
text1_semantic_0043,text1,text1.md,43,semantic,2,1,Tex.
text1_semantic_0044,text1,text1.md,44,semantic,42,31,"Feb. 22, 2021), which involved going to a person's home with an administrative warrant, knocking on the door, and ordering the person to come out-and then arresting them when they did."
text1_semantic_0045,text1,text1.md,45,semantic,42,34,"There, Judge Hendrix interpreted Abel as supporting entry under an administrative warrant:

Relevant here, Supreme Court precedent indicates that officers may enter an arrestee's home to execute an arrest pursuant to an administrative warrant."
text1_semantic_0046,text1,text1.md,46,semantic,4,3,See Abel v.
text1_semantic_0047,text1,text1.md,47,semantic,28,12,"United States, 362 U.S. 217, 234, 237, 239-40 (1960). . . ."
text1_semantic_0048,text1,text1.md,48,semantic,28,25,Malagerio has not pointed the Court to any precedent stating that administrative warrants do not grant officers authority to conduct an arrest in the home.
text1_semantic_0049,text1,text1.md,49,semantic,11,9,"Additionally, the Court has not located any such authority."
text1_semantic_0050,text1,text1.md,50,semantic,41,28,"Therefore, considering Abel, which condoned an arrest in a home pursuant to an administrative warrant, the Court rejects Malagerio's first argument that the good-faith exception does not apply."
text1_semantic_0051,text1,text1.md,51,semantic,45,39,Malagerio also argues that the officers did not act with an objectively reasonable good-faith belief that their conduct was lawful because DHS regulations and training manuals recognize that an administrative warrant does not grant authority to enter a home.
text1_semantic_0052,text1,text1.md,52,semantic,3,1,Dkt.
text1_semantic_0053,text1,text1.md,53,semantic,59,43,"No. 42 at 3-6, 8-10. Even if the Court defers to the DHS regulations and training materials to assist in its determination of whether the good-faith exception applies, those regulations do not prevent the conduct that the officers engaged in during the arrest."
text1_semantic_0054,text1,text1.md,54,semantic,14,10,Officers did not enter Malagerio's RV before they arrested him.
text1_semantic_0055,text1,text1.md,55,semantic,43,32,"Id. at 164. Additionally, the regulations that Malagerio cites do not prevent the type of conduct that occurred here-knocking on the door of a residence and commanding the resident to come out."
text1_semantic_0056,text1,text1.md,56,semantic,49,43,"The Fifth Circuit affirmed without reaching that question of whether entry into the home would be allowed-as the officers stayed outside, and never actually entered-saying ""we need not decide whether an administrative warrant may be used to arrest an alien in his home."
text1_semantic_0057,text1,text1.md,57,semantic,93,80,"We leave that important question for another day."" If I had to guess at what the DHS legal conclusion is that is referred to in the memo, I would guess that DHS is looking at the district court rulings in Malagerio and Kidd and saying that the question is sufficiently unsettled (especially after Malagerio) that DHS can take the position that Malagerio is right and Kidd is wrong-or at least will do that outside the district where Kidd was decided."
text1_semantic_0058,text1,text1.md,58,semantic,43,33,If that's the DHS argument-and I'm just speculating about that-I think the problem on the merits is that there's been a lot of water under the bridge since Justice Frankfurter's opinion in Abel.
text1_semantic_0059,text1,text1.md,59,semantic,27,19,"Coolidge from 1971 and Shadwick from

1972 settled the idea that a warrant requires a neutral and detached magistrate."
text1_semantic_0060,text1,text1.md,60,semantic,16,12,Payton from 1980 settled that a judicial warrant is needed for entry.
text1_semantic_0061,text1,text1.md,61,semantic,44,31,"To go back to the 1960 opinion in Abel, and to read its dicta as binding without considering the Supreme Court's later holdings in Coolidge, Shadwick, and Payton, seems pretty problematic."
text1_semantic_0062,text1,text1.md,62,semantic,70,62,"I would think this is especially the case if you accept the unitary executive theory, in which what various immigration officials do in the executive branch is all ultimately part of the ""executive Power. . .  vested in a President of the United States of America"" and should not be thought of as independent decisions of immigration judges or other immigration officials."
text1_semantic_0063,text1,text1.md,63,semantic,47,39,"Given the focus in Coolidge, Shadwick, and Payton on the fundamental role of warrants in inserting a judicial check on the executive, it seems out of place to say that this can be satisfied by the executive checking itself."
text1_semantic_0064,text1,text1.md,64,semantic,36,29,"Even if the I-205 Warrant was signed by the immigration official based on an immigration judge's removal order, that removal order is an order from the President's executive branch."
text1_semantic_0065,text1,text1.md,65,semantic,25,20,"From that perspective, the traditional thinking that executive-branch warrants cannot satisfy the Fourth Amendment judicial warrant Payton test seems persuasive."
text1_semantic_0066,text1,text1.md,66,semantic,27,21,"Some may be thinking, well, if that's the approach the DHS is adopted, surely it can be challenged in court, right?"
text1_semantic_0067,text1,text1.md,67,semantic,9,8,But this is less than obvious to me.
text1_semantic_0068,text1,text1.md,68,semantic,25,23,"It may be that there are ways of challenging the DHS policy under the judicial review doctrines of administrative law, like the APA."
text1_semantic_0069,text1,text1.md,69,semantic,5,3,I don't know.
text1_semantic_0070,text1,text1.md,70,semantic,14,11,"It's not my area, so I will leave that to others."
text1_semantic_0071,text1,text1.md,71,semantic,57,46,"It seems worth flagging, though, that this is another place where the Supreme Court's gradual cutting back on the scope of the Bivens remedy-the civil action against federal agents for violating the Constitution, including the Fourth Amendment-may make the most obvious form of judicial review unavailable."
text1_semantic_0072,text1,text1.md,72,semantic,30,26,"Even if the policy is unconstitutional, as it seems to be, a person who is illegally searched probably can't sue ICE for violating their constitutional rights."
text1_semantic_0073,text1,text1.md,73,semantic,10,9,This will seem weird to a lot of people.
text1_semantic_0074,text1,text1.md,74,semantic,9,7,"And it is pretty weird, I think."
text1_semantic_0075,text1,text1.md,75,semantic,30,28,"Back when the Fourth Amendment was enacted, the most fundamental remedy for an unlawful government entry into your home was a civil suit for trespass against the officers."
text1_semantic_0076,text1,text1.md,76,semantic,32,28,"The Fourth Amendment was about whether there was an affirmative defense to liability for trespass, all against the backdrop of preexisting tort liability under trespass and other torts."
text1_semantic_0077,text1,text1.md,77,semantic,12,9,"These days, though, you need a cause of action."
text1_semantic_0078,text1,text1.md,78,semantic,27,22,"And the Supreme Court has basically said that courts shouldn't provide that cause of action-even though, historically, courts provided the trespass tort."
text1_semantic_0079,text1,text1.md,79,semantic,39,33,"It's all kind of a complicated mess, and I'll spare you the details, but the basic idea is that the federal government generally can't be sued for damages for violating the Fourth Amendment."
text1_semantic_0080,text1,text1.md,80,semantic,20,17,"That general rule seems to apply to cases like this, or at least there's precedent saying so."
text1_semantic_0081,text1,text1.md,81,semantic,12,8,Consider the Fourth Circuit's ruling in Tun-Cos v.
text1_semantic_0082,text1,text1.md,82,semantic,71,51,"Perrotte, 922 F. 3d 514 (4th Cir. 2019), the introduction of which tells you pretty much what you need to know:

Nine Latino men, who lived in areas of Northern Virginia that were home to many residents of Latino ethnicity, commenced this action against several Immigration and Customs Enforcement (""ICE"") agents."
text1_semantic_0083,text1,text1.md,83,semantic,71,54,"They seek money damages to redress the ICE agents' alleged violations of their rights under the Fourth and Fifth Amendments, alleging that the ICE agents (1) stopped and detained them without a reasonable, articulable suspicion of unlawful activity; (2) invaded their homes without a warrant, consent, or probable cause; and (3) seized them illegally."
text1_semantic_0084,text1,text1.md,84,semantic,18,13,"To state a cause of action for damages, they rely on Bivens v."
text1_semantic_0085,text1,text1.md,85,semantic,63,39,"Six Unknown Named Agents of Federal Bureau of Narcotics, 403 U.S. 388, 91 S.Ct. 1999, 29 L.Ed.2d 619 (1971), which held that the victim of a Fourth Amendment violation by federal officers had an implied constitutional claim for damages."
text1_semantic_0086,text1,text1.md,86,semantic,26,19,"The ICE agents filed a motion to dismiss, challenging the plaintiffs' reliance on Bivens and also asserting qualified immunity."
text1_semantic_0087,text1,text1.md,87,semantic,70,49,"While the district court assumed that the plaintiffs' action presents a ""modest extension' in a new context' for the application of a Bivens remedy,"" it denied the ICE agents' motion, concluding that a Bivens remedy ""should be recognized in this case."" It also denied the ICE agents qualified immunity."
text1_semantic_0088,text1,text1.md,88,semantic,41,25,"Applying the Supreme Court's recent jurisprudence on Bivens actions, we reverse, concluding that a Bivens remedy is not available in the circumstances of this case."
text1_semantic_0089,text1,text1.md,89,semantic,37,29,"Where there is no statute authorizing a claim for money damages, ""it is a significant step under separation-of-powers principles"" for a court to impose damages liability on federal officials."
text1_semantic_0090,text1,text1.md,90,semantic,5,2,Ziglar v.
text1_semantic_0091,text1,text1.md,91,semantic,37,12,"Abbasi, \\\ U.S. \\\, 137 S.Ct. 1843, 1857, 198 L.Ed.2d 290 (2017)."
text1_semantic_0092,text1,text1.md,92,semantic,39,25,"In such cases, ""[t]he question is who should decide whether to provide for a damages remedy, Congress or the courts?"" Id. at 1857 (cleaned up)."
text1_semantic_0093,text1,text1.md,93,semantic,11,8,"""The answer most often will be Congress."" Id."
text1_semantic_0094,text1,text1.md,94,semantic,64,40,"Indeed, in the course of repeatedly declining to provide a Bivens remedy in recent years, the Supreme Court has now made clear that ""extend[ing] Bivens liability to any new context or new category of defendants"" is highly ""disfavored."" Ashcroft v."
text1_semantic_0095,text1,text1.md,95,semantic,42,14,"Iqbal, 556 U.S. 662, 675, 129 S.Ct. 1937, 173 L.Ed.2d 868 (2009) (cleaned up)."
text1_semantic_0096,text1,text1.md,96,semantic,74,52,"We thus conclude that, because the plaintiffs seek to extend Bivens liability to a context the Supreme Court has yet to recognize and there are

""special factors counselling hesitation in the absence of affirmative action by Congress,"" Abbasi, 137 S.Ct. at 1857 (cleaned up), the plaintiffs' action for damages should be dismissed."
text1_semantic_0097,text1,text1.md,97,semantic,32,29,"It's always hard to offer a take on a legal argument when you have to speculate about what the legal argument is, so my take on this is tentative."
text1_semantic_0098,text1,text1.md,98,semantic,92,75,"But if I had to summarize my current thinking, it seems to me that the DHS policy is likely wrong in light of Coolidge, Shadwick, and Payton, although the DHS position is not frivolous in light of Abel as interpreted in Malagerio-and the trickier issue may be actually getting a merits ruling on the issue in court in light of the absence of remedies due to the Supreme Court's gradual cutting back on Bivens remedies."
text1_semantic_0099,text1,text1.md,99,semantic,36,32,"Or at least that's my tentative take without actually getting to see the DHS legal analysis, and with the caveat that I don't know the administrative law remedies that may be available."
text1_semantic_0100,text1,text1.md,100,semantic,6,4,"As always, stay tuned."
text1_semantic_0101,text1,text1.md,101,semantic,30,22,"Orin Kerr @OrinKerr Read More

Orin Kerr is a Professor at Stanford Law School and a Senior Fellow at the Hoover Institution."
text1_semantic_0102,text1,text1.md,102,semantic,14,13,He is a nationally recognized scholar of criminal procedure and computer crime law.
text1_semantic_0103,text1,text1.md,103,semantic,39,35,"Before becoming a law professor, Kerr was a trial attorney in the Computer Crime and Intellectual Property Section at the Department of Justice and a Special Assistant U.S. Attorney in the Eastern District of Virginia."
text1_semantic_0104,text1,text1.md,104,semantic,11,10,He is a former law clerk for Justice Anthony M.
text1_semantic_0105,text1,text1.md,105,semantic,14,10,Kennedy of the U.S. Supreme Court and Judge Leonard I.
text1_semantic_0106,text1,text1.md,106,semantic,15,11,Garth of the U.S. Court of Appeals for the Third Circuit.
text10_semantic_0000,text10,text10.md,0,semantic,23,20,"YOUR RIGHTS IN A CAR

If police officers or ICE signal you to stop the car, you must pull over."
text10_semantic_0001,text10,text10.md,1,semantic,5,4,Stay in the car.
text10_semantic_0002,text10,text10.md,2,semantic,16,15,Do not get out unless the police officer or ICE tell you to do so.
text10_semantic_0003,text10,text10.md,3,semantic,14,12,Keep your hands in plain sight and don't make any sudden moves.
text10_semantic_0004,text10,text10.md,4,semantic,28,23,"You do not have to answer police officer's or ICE's questions about your immigration status, nationality, or how you entered the United States."
text10_semantic_0005,text10,text10.md,5,semantic,19,17,"If police officers or ICE ask you any of those questions, exercise your right to remain silent."
text10_semantic_0006,text10,text10.md,6,semantic,19,18,This includes if a police officer calls ICE on the phone and tells you to speak with them.
text10_semantic_0007,text10,text10.md,7,semantic,43,33,"If this happens, you should only say, 'I am going to remain silent.'

If you are the driver, police officers may ask for your name, driver's license, vehicle registration, and proof of insurance."
text10_semantic_0008,text10,text10.md,8,semantic,10,9,You must show these documents if you have them.
text10_semantic_0009,text10,text10.md,9,semantic,14,12,"If you do not have these documents, do not give false documents."
text10_semantic_0010,text10,text10.md,10,semantic,37,30,"If you are the passenger, ask, 'Can I go?' If the police officer says yes, you should sit silently or leave (if you are in a place you feel safe)."
text10_semantic_0011,text10,text10.md,11,semantic,28,26,"The police may ask for your ID but unless they have reasonable suspicion that you committed a crime, police may not force passengers to provide ID."
text10_semantic_0012,text10,text10.md,12,semantic,34,29,"If a police officer says that the passenger is not free to go, the passenger should say, 'I am going to remain silent' and ask for a lawyer immediately."
text10_semantic_0013,text10,text10.md,13,semantic,16,14,The passenger has the right not to answer any of the police officers' questions.
text10_semantic_0014,text10,text10.md,14,semantic,18,16,"If a police officer asks to search your car, you have a right to say no."
text10_semantic_0015,text10,text10.md,15,semantic,12,11,You cannot be arrested for refusing to consent to a search.
text10_semantic_0016,text10,text10.md,16,semantic,33,26,"However, if they see evidence of a crime in plain view, (like drugs or drug paraphernalia on a seat), the officer can search without your consent."
text10_semantic_0017,text10,text10.md,17,semantic,26,24,"To legally pull a car over, ICE is supposed to have reasonable suspicion that someone in the car does not have lawful immigration status."
text10_semantic_0018,text10,text10.md,18,semantic,13,12,Remember that ICE does not always wear uniforms that clearly identify themselves.
text10_semantic_0019,text10,text10.md,19,semantic,20,16,Sometimes they wear vests that say 'police.' Ask who they are if you are not sure.
text10_semantic_0020,text10,text10.md,20,semantic,29,26,"If ICE requests ID and you do not have lawful immigration status, you have a right to decline to provide your ID or answer ICE's questions."
text10_semantic_0021,text10,text10.md,21,semantic,41,39,"If you choose not to give your ID and ICE believes they have a legal basis to do so, they may continue to detain you to try to determine your identity through a mobile fingerprint machine or other means."
text10_semantic_0022,text10,text10.md,22,semantic,16,13,"Remember, if you want to exercise your right to remain silent, say so."
text10_semantic_0023,text10,text10.md,23,semantic,45,39,"If you have lawful immigration status and are asked to show proof of your status, show proof of your status (like your green card or work permit if you are here under other programs like TPS, DACA, or parole)."
text10_semantic_0024,text10,text10.md,24,semantic,11,9,But you do not have to answer ICE's questions.
text11_semantic_0000,text11,text11.md,0,semantic,106,84,"The Health Insurance Portability and Accountability Act of 1966 (HIPPA)

- Governs disclosures of protected health information and prohibits medical providers from disclosing such information with some relevant exceptions: (1) there is a court order or court-ordered warrant, a subpoena or summons issued by a judicial officer, or a grand jury subpoena, (2) there is an administrative request, or (3) the covered entity in good faith believes the private health information to be evidence of a crime that occurred on the covered entity's premises."
text11_semantic_0001,text11,text11.md,1,semantic,121,109,"Details on these exceptions here.

4th Amendment

- The Fourth Amendment is the constitutional right for all individuals to be free from illegal searches or seizures.
- Under the Fourth Amendment, the reasonableness of a search depends on whether a person has a reasonable expectation of privacy in the areas searched.
- It is likely that a patient at a health center has a reasonable expectation of privacy in a doctor's office or examination room because it is not a public space.
- However, a waiting area or lobby area located at a health center that is open to everyone may be afforded less protection under the Fourth Amendment."
text11_semantic_0002,text11,text11.md,2,semantic,29,26,"Are health centers required to enforce immigration laws?

- No. Health centers and healthcare staff are not required and cannot be forced to enforce immigration laws."
text11_semantic_0003,text11,text11.md,3,semantic,73,66,"What obligation do health care workers have to protect patient privacy?

- Healthcare providers are legally obligated to protect patient privacy, including immigration status, and should not disclose any information without a judicial warrant, except in the case of an emergency that poses immediate harm.

- In general, health centers must allow ICE agents in any areas where they would allow general members of the public."
text11_semantic_0004,text11,text11.md,4,semantic,19,18,ICE agents may be excluded from private areas that are clearly posted and enforced for patients and family.
text11_semantic_0005,text11,text11.md,5,semantic,92,75,"What are considered public spaces in health centers and how does this impact immigration enforcement?

- Public areas include lobbies, waiting areas, and any other places open to the public.
- Non-public areas of a health center include treatment rooms, inpatient units, offices, etc., essentially anything not open to the public.

- It is strongly recommended that health centers identify and distinguish (ideally with legal advice) their private spaces from their public ones, if any."
text11_semantic_0006,text11,text11.md,6,semantic,44,39,"This can be done by placing signs identifying private areas, or by placing security guards tasked with signing in visitors at main entrances.

- Officers may also look at anything that is in 'plain view' in a public area."
text11_semantic_0007,text11,text11.md,7,semantic,16,13,An object is in 'plain view' if it is obvious to the senses.
text11_semantic_0008,text11,text11.md,8,semantic,190,163,"For example, an immigration official may visually inspect anythingincluding papers and files-that are clearly visible from the visitors' side of the reception desk.
- Unless they have a warrant, however, they may not move an object in plain view to expose other portions of it or anything under it.
- The plain view doctrine extends to sounds within 'plain hearing' as well.

- No. Only if they have a valid judicial warrant, which should be reviewed and validated by legal counsel before decisions about access are made.
- A judicial warrant must be signed by a judge, name the location where the agent is permitted to enter, and name the patient.
- A deportation order or arrest order is not the same as a judicial warrant and does not permit an agent to enter.

- Yes, hospitals should designate an 'authorized person' or 'hospital

liaison' who is trained to interact with immigration agents.

- Ask the agent for identification and a business card."
text11_semantic_0009,text11,text11.md,9,semantic,41,37,"Ask the agent to step into an office or room away from the reception area/lobby.
- The purpose is to not grant consent to the agent to access the facility and get the agent into another location."
text11_semantic_0010,text11,text11.md,10,semantic,247,213,"Once there, you can have a conversation about what the agent wants and whether they have any legal documents.

- Under the Fourth Amendment, the permissibility of a search depends on whether a person has a reasonable expectation of privacy in the area searched.
- The test is: at the time of the search, was it the person's subjective, actual expectation that the place or things searched were private, and was that expectation objectively reasonable, i.e., would it be generally recognized by society?
- Your patients thus may be more vulnerable to immigration enforcement actions when they are in areas of your facility that are open to the public than when they're in areas that are considered private.

- The hospital personnel should consult with legal counsel before taking any action.

- Patient's name, date of birth, other demographic information.

- Patient's immigration status (if the hospital has this information).
- When a patient is supposed to be seen or discharged.

- No, there is no legal obligation for health care centers to collect immigration status information unless mandated by State laws.
- As an ethical best practice, avoid asking for patients' immigration status or immigration-related information and, if you must collect such information for a patient, ensure that that information is secure."
text11_semantic_0011,text11,text11.md,11,semantic,112,97,"Avoid including that information in the patient's medical and billing records.

- Yes, but according to HIPAA, a hospital may disclose basic information, such as patient location and general condition, from its directory of patients if asked about a patient by name.

- Yes, while a hospital may disclose basic information from its directory of patients if asked about a patient by name, patients do have the right to decline to be listed.

- Healthcare staff should inform patients that they are not required to answer.

- Without a judicial warrant, cooperation is not required.

- Yes."
text11_semantic_0012,text11,text11.md,12,semantic,30,26,"If there are ICE agents outside or near your establishment, you can send a designated, well-trained staff member outside to ascertain the identity of the individuals."
text11_semantic_0013,text11,text11.md,13,semantic,48,43,"If they are able to confirm that they are immigration agents, that person can reenter and remind people of their rights or prepare should the agents attempt to gain entry.

1. Prepare and implement an internal policy to protect patients from immigration enforcement."
text11_semantic_0014,text11,text11.md,14,semantic,198,172,"Internal policies should include:

- A written policy designating private areas.
- Internal protocol on the procedure to interact with immigration agents, including protocol for handing law enforcement requests.
- A prohibition for healthcare staff from asking questions about immigration status or from listing them on patient forms (if the health center is not in a State where this is required).
- A requirement to inform patients that they can decline to be listed in directory.
- A requirement to inform patients of their right to decline to answer questions about their immigration status.
- A policy for staff to limit information in 'public view.'
- Designation of a well-trained individual or immigration advocacy group personnel to approach ICE agents outside or near the property.
- Guidance and model policies (CA AG)

- KYR accessing health care - sample internal policies (ACLU of CA)

- Designate a specific staffer (or staffers) as an 'authorized person' to serve as a point of contact responsible for handling requests from and interactions with law enforcement."
text11_semantic_0015,text11,text11.md,15,semantic,38,35,"Train all other staff to inform immigration or other law enforcement officers that, as a matter of policy, only the authorized person may review a warrant or provide consent to their entry into private areas."
text11_semantic_0016,text11,text11.md,16,semantic,377,274,"Train staff to decline to answer questions unless they are authorized to do so by the authorized staff person.
3. Create a registration system for all law enforcement officials, including immigration agents.
- Upon arriving at a facility, all law enforcement officials could be required to present the following:
- Name, address, title;
- Purpose for entering the facility;
- Proof of identity and/or law enforcement credentials.
4. Create a notification system for employees when there is law enforcement presence.
5. Create and disseminate educational materials and 'Know Your Rights' (KYR) trainings for health care personnel.
- ACLU Know Your Rights: Immigration Enforcement
- KYR graphics and wallet cards (ACLU)
6. Post KYR materials throughout health centers.
- ACLU Know Your Rights: Immigration Enforcement
7. Host or provide emergency safety planning for immigrant families.
- Family Safety Plan (ILRC)
8. Compile and provide contact information for local organizations providing free legal assistance for families.
- Immigration Advocates Network

- ACLU Know Your Rights: Immigration Enforcement
- KYR graphics and wallet cards (ACLU)
- Sanctuary policies fact sheet (ILRC)
- Family Safety Plan (ILRC)
- Warrants and subpoenas guidance (NILC)
- KYR Healthcare facilities (AFT)
- KYR accessing health care (ACLU of CA)
- Guidance for health centers (NILC)
- Healthcare toolkits (NILC)
- Healthcare providers and immigration enforcement (NILC)
- Healthcare providers guide (ACLU and NILC)
- Guidance and model policies (CA AG)
- Undocumented immigrants and patient privacy laws (Network for PHL)
- Q &amp; A on immigration enforcement in hospitals (GNYHA)
- Welcoming and protecting immigrants in healthcare settings toolkit (Doctors for Immigrants)
- HHS HIPAA Privacy rule and patient directory (HHS)"
text12_semantic_0000,text12,text12.md,0,semantic,51,32,"ffi fl fi fl /hairspace ffi ff /hairspace ff ffi fl

August 29, 2018 | Number 8

U.S. Citizens T argeted by Immigration and Customs Enforcement in T exas By David J."
text12_semantic_0001,text12,text12.md,1,semantic,32,25,"Bier

T exas law SB 4 imposes jail time on local police who fail to detain anyone whom federal Immigration and Customs Enforcement (ICE) requests."
