chunk_id,doc_id,filename,chunk_index,strategy,chunk_size_tokens,word_count,text
text31_fixed_0001,text31,text31.md,1,fixed,511,421,"phone call within a reasonable time of your arrest, and police may not listen to the call if it is made to a lawyer.
- If you are detained by ICE or Border Patrol, you have the right to hire a lawyer, but the government does not have to provide one for you. Ask for a list of free or low-cost alternatives.
- If you are detained, you have the right to call a lawyer or your family, and you have the right to be visited by a lawyer in detention. You have the right to have your attorney with you at any hearing before an immigration judge.

- If you need more information, contact us .
- Here is a list of contact information for legal organizations that assist immigrants.

- Guidance for Schools Explains protections for immigrant students under FERPA and constitutional law. Advises on handling ICE presence, safeguarding student information, and implementing policies to protect students and families.
- Checklist for ICE Arrival Serves as a guide on how to handle ICE interactions before they arrive, during, and after an encounter.
- University Guidance Advice for students, faculty, or staff who may be impacted by immigration enforcement on campus.
- Open Letter to College &amp; University on Harboring Liability + ICE Administrative Subpoenas Addressing significant questions that may arise regarding colleges' and universities' rights and obligations in the face of certain Immigration and Customs Enforcement (ICE) investigations and enforcement actions. Immigration Administrative Subpoenas This document lays out several steps that recipients can take in response to an ICE subpoena.

- Guidance for Places of Worship Outlines legal rights and limitations regarding immigration enforcement, including warrant requirements and sanctuary declarations. Offers recommendations on protecting congregants, like defining private areas and training staff.

Checklist for ICE Arrival Serves as a guide on how to handle ICE interactions before they arrive, during, and Donate

after an encounter.

- Guidance for Health Centers Details privacy obligations under HIPAA and the Fourth Amendment. Covers public vs. private spaces, handling ICE agents, and creating internal protocols to protect patient rights and privacy.
- Checklist for ICE Arrival Serves as a guide on how to handle ICE interactions before they arrive, during, and after an encounter.
- Family Emergency Planning El Pueblo Family Guide Emergency guide for immigrant families. (Spanish) English version.

- Interacting with law enforcement
- Printable Guides for when Stopped, Arrested, or Detained by Law Enforcement
- English, Spanish, Swahili, French
- Know Your Rights When Protesting

Immigrants' Rights

View All Issues"
text31_fixed_0002,text31,text31.md,2,fixed,248,163,"with law enforcement
- Printable Guides for when Stopped, Arrested, or Detained by Law Enforcement
- English, Spanish, Swahili, French
- Know Your Rights When Protesting

Immigrants' Rights

View All Issues

Feb 26, 2025

ICE Courthouse Presence and Enforcement Letter

Jun 03, 2025

Valid Judicial and Invalid Administrative Warrants

Campaign

Aug 2025

Immigrants' Rights | +1 Issue

The Faces of North Carolina [Las Caras de Carolina del Norte] es una campaña que consta de una serie de videos dedicados a destacar las historias de lesinmigrantes y sus familias que viven en todo nuestro…

Campaign

Aug 2025

Immigrants' Rights Resource

|

+1 Issue

Immigrants' Rights | +1 Issue

Resource

Know Your Rights

Sign up to be the first to hear about how to take action.

Sign Up

Email 

ZIP code 

By completing this form, I agree to receive occasional emails per the terms of the ACLU's privacy statement.

Search

Legal Help

Contact

Immigrant Civil Rights Assistance Request Form

User Agreement

Privacy Statement

Website Accessibility"
text32_fixed_0000,text32,text32.md,0,fixed,512,355,"KNOW YOUR RIGHTS

Last updated: March 20, 2026 12:09 am

Share this page

Resources for Immigrant Communities &amp; Allies: This guide includes resources to help keep you and your community safe during encounters with law enforcement, including ICE and Border Patrol.

Report Civil Rights Violations: Use this form to report civil rights violations by immigration agents, including ICE and Border Patrol. These violations may include unlawful detentions and arrests, as well as threats for recording or observing agent activity.

Community Hotlines: Use the hotlines below to report and confirm ICE or Border Patrol sightings in your communities.

Siembra NC | 336-543-0353 Alamance, Cabarrus, Durham, Guilford, Randolph, Johnston

RadarSafe | 800-559-8714 Raleigh/Cary/Wake County

Carolina Migrant Network | 704-740-7737 -

Charlotte/Mecklenburg County, Union, Gaston, Southern Iredell

CIMA (Compañeros Inmigrantes de las Montañas en Acción) | 888-839-2839 Asheville/Hendersonville

Menu

Donate

Watauga County Immigrant Justice Coalition

537-2688 -

|

828-

Avery, Watauga County

View this Content

This embed will serve content from www.youtube.com. See our privacy statement

Visit We Have Rights to explore resources designed to help immigrants understand and protect their rights.

Learn more here about your rights as an immigrant, and how to express them. This information is not intended as legal advice.

If you would like to request a Know Your Rights presentation for your community group, please fill out this form.

FOR ATTORNEYS: If you are an attorney serving immigrant communities-whether in civil or criminal court-and are aware of potential civil rights violations, or if you need assistance connecting with rapid legal support and resources, or identifying potential legal claims for advocacy in a matter you are handling, please complete the Immigrant Civil Rights Assistance Request Form.

Law enforcement asks about my immigration status

I've been arrested and need to challenge a deportation order

- You have the right to a hearing to challenge a deportation order, unless you waive your right to a hearing, sign something called a 'Stipulated Removal Order,' or take 'voluntary departure.'
- You have the right to an attorney, but the government does not have to provide one for you. Ask for a list of free or lowcost alternatives. If"
text32_fixed_0001,text32,text32.md,1,fixed,512,427,"something called a 'Stipulated Removal Order,' or take 'voluntary departure.'
- You have the right to an attorney, but the government does not have to provide one for you. Ask for a list of free or lowcost alternatives. If you have no lawyer, ask the court to allow you time to find one.

- If you are told that you do not have the right to see an immigration judge, you should speak with a lawyer immediately. There are some cases in which a person might not have a right to see an immigration judge. But even if you are told that is your situation, you should ask to speak to a lawyer immediately because Immigration officers will not always know or tell you about exceptions might apply to you.
- If you fear persecution or torture in your home country, tell an officer and contact a lawyer immediately. You have additional rights if you have this fear.

- If you need more information, contact us .
- ACLU National Know Your Rights - Immigrants' Rights
- National Immigration Law Center: Know Your Rights
- A Toolkit for Organizations Responding to Mass Worksite Immigration Raids

Immigrant Legal Resource Center

American Immigration Lawyers Association

I believe my rights were violated by law enforcement

- Guidance for Schools Explains protections for immigrant students under FERPA and constitutional law. Advises on handling ICE presence, safeguarding student information, and implementing policies to protect students and families.
- Checklist for ICE Arrival Serves as a guide on how to handle ICE interactions before they arrive, during, and after an encounter.
- University Guidance Advice for students, faculty, or staff who may be impacted by immigration enforcement on campus.
- Open Letter to College &amp; University on Harboring Liability + ICE Administrative Subpoenas Addressing significant questions that may arise regarding colleges' and universities' rights and obligations in the face of certain Immigration and Customs Enforcement (ICE) investigations and enforcement actions. Immigration Administrative Subpoenas This document

lays out several steps that recipients can take in response

Donate

to an ICE subpoena.

Places of Worship

- Guidance for Places of Worship Outlines legal rights and limitations regarding immigration enforcement, including warrant requirements and sanctuary declarations. Offers recommendations on protecting congregants, like defining private areas and training staff.
- Checklist for ICE Arrival Serves as a guide on how to handle ICE interactions before they arrive, during, and after an encounter.

- Guidance for Health Centers Details privacy obligations under HIPAA and the Fourth Amendment. Covers public vs. private spaces, handling ICE agents, and creating internal"
text32_fixed_0002,text32,text32.md,2,fixed,373,270,"as a guide on how to handle ICE interactions before they arrive, during, and after an encounter.

- Guidance for Health Centers Details privacy obligations under HIPAA and the Fourth Amendment. Covers public vs. private spaces, handling ICE agents, and creating internal protocols to protect patient rights and privacy.
- Checklist for ICE Arrival Serves as a guide on how to handle ICE interactions before they arrive, during, and after an encounter.
- Family Emergency Planning El Pueblo Family Guide Emergency guide for immigrant families. (Spanish) English version.

- Interacting with law enforcement
- Printable Guides for when Stopped, Arrested, or Detained by Law Enforcement
- English, Spanish, Swahili, French
- Know Your Rights When Protesting

Immigrants' Rights

View All Issues

Documents

Feb 26, 2025

Jun 03, 2025

Campaign

Aug 2025

Immigrants' Rights | +1 Issue

The Faces of North Carolina [Las Caras de Carolina del Norte] es una campaña que consta de una serie de videos dedicados a destacar las historias de lesinmigrantes y sus familias que viven en todo nuestro…

Campaign

North Carolina

Immigrants' Rights | +1 Issue

The Faces of North Carolina is a video series campaign dedicated to highlighting the stories of immigrants and their families living across our state.

Aug 2025

Immigrants' Rights

|

+1 Issue

How to Identify a Valid Judicial Warrant

Resource

Know Your Rights

Sign up to be the first to hear about how to take action.

Sign Up

Email 

ZIP code 

By completing this form, I agree to receive occasional emails per the terms of the ACLU's privacy statement.

© 2026 ACLU of North Carolina

User Agreement

Privacy Statement

Website Accessibility"
text33_fixed_0000,text33,text33.md,0,fixed,512,445,"The federal criminal harboring law prohibits concealing, harboring, or shielding from detection (or attempting to conceal, harbor, or shield) an undocumented immigrant, when done with knowledge or reckless regard of the immigrant's unlawful status.

The federal criminal transporting law prohibits transporting or moving (or attempting to transport or move) an undocumented immigrant from one place to another, with knowledge or reckless disregard of the fact of the immigrant's unlawful status, where the transportation helps the immigrant remain in the United States unlawfully.

Are places of worship required to enforce immigration laws?

- No. Places of worship are not required and cannot be forced to enforce immigration laws.

- ICE agents and others may enter the public spaces of a church or other place of worship without a warrant, but not private areas.
- If an ICE agent or other law enforcement officer wants to enter those private spaces, they must present a hard copy of a warrant signed by a federal judge.
- It is strongly recommended that places of worship identify and distinguish (ideally with legal advice) their private spaces from their public ones, if any. This can be done by placing signs identifying private areas, or by placing security guards tasked with signing in visitors at main entrances.

- No. Only if they have a valid judicial warrant, which should be reviewed and validated by legal counsel before decisions about access are made.
- A deportation order or arrest order is not the same as a judicial warrant and does not permit an agent to enter.

- Staff should consult with legal counsel before taking any action.

- No. You are not required to answer any questions and you should seek advice from a lawyer before answering any questions from law enforcement authorities. You are not required to tell them anything about anyone's immigration status.

- Yes. If there are ICE agents outside or near your establishment, you can send a designated, well-trained staff member outside to ascertain the identity of the individuals. If they are able to confirm that they are immigration agents, that person can reenter and remind people of their rights or prepare should the agents attempt to gain entry.

If a faith group publicly declares its place of worship as a 'sanctuary' for immigrants, can that provide any additional legal protection to the congregation or to immigrants?

- No. The concept of 'sanctuary' in a place of worship is not recognized by federal law and it provides no protection from prosecution for members of the congregation.

Are there any risks that could result if a faith group makes a public declaration as a 'sanctuary' for immigrants?

- It depends"
text33_fixed_0001,text33,text33.md,1,fixed,485,375,"place of worship is not recognized by federal law and it provides no protection from prosecution for members of the congregation.

Are there any risks that could result if a faith group makes a public declaration as a 'sanctuary' for immigrants?

- It depends. A declaration itself probably would not justify a prosecution, but it may put the congregation on the government's radar.
- Importantly, most courts have found the federal harboring and transporting statutes have an 'intent' requirement, which means that to convict someone, the prosecutor must prove that the person or organization providing shelter to or transporting an undocumented immigrant intended to help the immigrant to remain unlawfully in the United States.

1. Learn the implications related to harboring and transporting laws and conduct activities based on perceived risk factors.
- Sanctuary congregations and harboring FAQs (ACLU)
2. Prepare and implement an internal policy to protect congregants from immigration enforcement.
- Internal policies should include:
- A written policy designating private areas;
- Internal protocol on the procedure to interact with immigration agents, including protocol for handing law enforcement requests;
- Designation of a well-trained individual or immigration advocacy group personnel to approach ICE agents outside or near the property.
3. Adopting a policy of nondiscrimination at your place of worship and of welcoming and helping persons in need.
- Policy should state that all people are welcome regardless of immigration or citizenship status, race, ethnicity, gender identity, or sexual orientation, etc.
4. Create and disseminate educational materials and 'Know Your Rights' trainings for congregants and community members.
- ACLU Know Your Rights: Immigration Enforcement
- KYR graphics and wallet cards (ACLU)

5. Host or provide emergency safety planning for immigrant families.
- Family Safety Plan (ILRC)
6. Compile and provide contact information for local organizations providing free legal assistance for families.
- Immigration Advocates Network

- ACLU Know Your Rights: Immigration Enforcement
- KYR graphics and wallet cards (ACLU)
- Sanctuary policies fact sheet (ILRC)
- Family Safety Plan (ILRC)
- Sensitive locations toolkit (El Centro de la Raza)
- Warrants and subpoenas guidance (NILC)
- Sanctuary congregations and harboring FAQs (ACLU)
- What is Section 1324? Understanding the Harboring/Smuggling Federal Crime (National Immigration Project)
- Immigrant welcoming congregations (Church of Christ)"
text34_fixed_0000,text34,text34.md,0,fixed,512,417,"Temporary Protected Status (TPS) is a temporary immigration status provided to nationals of certain countries experiencing problems that make it difficult or unsafe for their nationals to be deported there. 1 TPS has been a lifeline to hundreds of thousands of individuals already in the United States when problems in a home country make their departure or deportation untenable. This fact sheet provides an overview of how TPS designations are determined, what benefits TPS confers, and how TPS beneficiaries apply for and regularly renew their status.

Congress created Temporary Protected Status (TPS) in the Immigration Act of 1990. 2 It is a temporary immigration status provided to nationals of specifically designated countries that are confronting an ongoing armed conflict, environmental disaster, or extraordinary and temporary conditions. 3 It provides a work permit and protection from deportation to foreign nationals from those countries who are in the United States at the time the U.S. government makes the designation. 4 As of March 31, 2024 there were approximately 863,880 people with TPS living in the United States. 5 In addition, an estimated 331,300 people may be eligible for TPS under three redesignations and one new designation since that date. 6

A country may be designated for TPS for one or more of the following reasons: 7

-  An ongoing armed conflict, such as a civil war, that poses a serious threat to the personal safety of returning nationals;
-  An environmental disaster, such as an earthquake, hurricane, or epidemic, that results in a substantial but temporary disruption of living conditions, and because of which the foreign state is temporarily unable to adequately handle the return of its nationals; or
-  Extraordinary and temporary conditions in the foreign state that prevent its nationals from returning to the state in safety (unless the U.S. government finds that permitting these nationals to remain temporarily in the United States is contrary to the U.S. national interest).

The Secretary of Homeland Security has discretion to decide when a country merits a TPS designation. 8 The Secretary must consult with other government agencies prior to deciding to designate a country-or part of a

country-for TPS. 9 Although these other agencies are not specified in the statute, these consultations usually involve the Department of State, the National Security Council, and occasionally the Department of Justice (DOJ). The Secretary's decision as to whether or not to designate a country for TPS is not subject to judicial review, according to immigration law.

A TPS designation"
text34_fixed_0001,text34,text34.md,1,fixed,512,413,"of State, the National Security Council, and occasionally the Department of Justice (DOJ). The Secretary's decision as to whether or not to designate a country for TPS is not subject to judicial review, according to immigration law.

A TPS designation can be made for 6, 12, or 18 months at a time. 10 At least 60 days prior to the expiration of TPS, the Secretary must decide whether to extend or terminate a designation based on the conditions in the foreign country. 11 Decisions to begin, extend, or terminate a TPS designation must be published in the Federal Register. 12 If an extension or termination decision is not published at least 60 days in advance of expiration, the designation is automatically extended for six months. 13 The law does not define the term 'temporary' or otherwise limit the amount of time for which a country can have a TPS designation.

In order to qualify for TPS, an individual must: 14

-  Be a national of the foreign country with a TPS designation (or if stateless, have last habitually resided in a country with a TPS designation);
-  Be continuously physically present in the United States since the effective date of designation;
-  Have continuously resided in the United States since a date specified by the Secretary of Homeland Security; and
-  Not be inadmissible to the United States or be barred from asylum for certain criminal or national security-related reasons, such as individuals who have been convicted of any felony or two or more misdemeanors.

Nationals of a designated country do not automatically receive TPS, but instead must register during a specific registration period and pay significant fees. In addition, an individual's immigration status at the time of application for TPS has no effect on one's eligibility, nor does the previous issuance of an order of removal.

An individual who is eligible for TPS must register by submitting an application to USCIS, an agency of the Department of Homeland Security (DHS). 15 If a person demonstrates eligibility and USCIS grants TPS, that person receives temporary protection from deportation and temporary authorization to work in the United States. 16 TPS beneficiaries have also been eligible in the past for advance parole, which provides permission to travel abroad and return to the United States, but they must apply for it separately. 17 In July of 2022, USCIS discontinued the use of advance parole for TPS recipients and instead created 'Form I-512T"
text34_fixed_0002,text34,text34.md,2,fixed,513,297,"provides permission to travel abroad and return to the United States, but they must apply for it separately. 17 In July of 2022, USCIS discontinued the use of advance parole for TPS recipients and instead created 'Form I-512T, Authorization for

Travel by a Noncitizen to the United States,' a TPS-specific travel document that uses a separate legal authority to permit TPS recipients to travel outside the United States and be admitted on their return. 18 Beneficiaries are not eligible for any public assistance by virtue of their TPS status. 19

As of December 2024, the following 17 countries were designated for TPS and the designation had not expired: 20

-  Afghanistan (Extended until May 20, 2025) 21
-  Burma (Valid through November 25, 2025) 22
-  Cameroon (Extended until June 7, 2025) 23
-  El Salvador (Extended until March 9, 2025) 24
-  Ethiopia (Valid through December 12, 2025) 25
-  Haiti (Extended through February 3, 2026) 26
-  Honduras (Extended until July 5, 2025) 27
-  Lebanon (Valid through May 27, 2026) 28
-  Nepal (Extended until June 24, 2025) 29
-  Nicaragua (Extended until July 5, 2025) 30
-  Somalia (Extended until March 17, 2026) 31
-  South Sudan (Extended until May 3, 2025) 32
-  Sudan (Extended until April 19, 2025) 33
-  Syria (Extended until September 30, 2025) 34
-  Ukraine (Extended until April 19, 2025) 35
-  Venezuela (Extended until April 2, 2025) 36
-  Yemen (Extended until March 3, 2026) 37

Since TPS was created, the following countries or parts of countries have had TPS designations that are now

-  Angola (Expired March 29, 2003) 38
-  Bosnia-Herzegovina (Expired February 10, 2001)"
text34_fixed_0003,text34,text34.md,3,fixed,512,340,"or parts of countries have had TPS designations that are now

-  Angola (Expired March 29, 2003) 38
-  Bosnia-Herzegovina (Expired February 10, 2001) 39
-  Burundi (Expired May 2, 2009) 40
-  Guinea (Expired May 21, 2017) 41
-  Guinea-Bissau (Expired September 10, 2000) 42
-  Province of Kosovo (Expired December 8, 2000) 43
-  Kuwait (Expired March 27, 1992) 44
-  Lebanon (Expired April 9, 1993) 45
-  Liberia (Expired May 21, 2017) 46
-  Montserrat (Expired August 27, 2004) 47
-  Rwanda (Expired December 6, 1997) 48
-  Sierra Leone (Expired May 21, 2017) 49

TPS does not provide beneficiaries with a separate path to lawful permanent residence (a green card) or citizenship. 50 However, a TPS recipient who otherwise is eligible for permanent residence may apply for that status. 51

Generally, a person who entered the United States without inspection is not eligible to apply for permanent residence. Six federal appellate circuits previously ruled on this issue. 52 Three federal appellate circuits (the Sixth, Eighth, and Ninth Circuits) ruled that a person with valid TPS status could adjust status to lawful permanent residence if otherwise eligible through a family-based or employment-based petition, even if he or she entered the United States without inspection. Three other federal appellate courts (the Third, Fifth, and Eleventh Circuits) ruled that a TPS recipient who entered without inspection is not eligible to adjust to permanent residence.

In June 2021, the Supreme Court subsequently ruled that a TPS recipient who entered the United States without inspection is not eligible to adjust to permanent residence from within the United States, overturning the prior decisions by the Sixth, Eighth, and Ninth Circuits. 53 In order to gain permanent resident status, a TPS recipient who initially entered the United States without inspection must depart the country to have a visa processed at

a consular post. For many TPS holders, a departure to have a visa interview would trigger bars to re-entry for up"
text34_fixed_0004,text34,text34.md,4,fixed,512,386,", a TPS recipient who initially entered the United States without inspection must depart the country to have a visa processed at

a consular post. For many TPS holders, a departure to have a visa interview would trigger bars to re-entry for up to 10 years.

Alternatively, some TPS recipients may be eligible to adjust status if they were granted advance permission from USCIS (referred to as advance parole), traveled abroad, and were paroled back into the United States. After July 2022, when USCIS discontinued the use of advance parole for TPS recipients, some TPS recipients may become eligible to adjust status after being granted authorization to travel through a TPS-specific travel document, and then being inspected and admitted upon their return. 54

TPS beneficiaries return to the immigration status that the person held prior to receiving TPS, unless that status has expired or the person has successfully acquired a new immigration status. 55 TPS beneficiaries who entered the United States without inspection and who are not eligible for other immigration benefits, for example, would return to being undocumented at the end of a TPS designation and become subject to removal.

Deferred Enforced Departure (DED) is very similar to TPS but derives from the president's foreign policy authority rather than from a specific law. 56 There are no explicit criteria for making DED decisions or for determining who would be eligible for DED once a designation is determined. Just like TPS holders, DED beneficiaries receive a work permit and stay of deportation; however, they are not permitted to travel abroad. 57

As of July 2024, there are four groups designated for DED:

- Liberian nationals (effective until June 30, 2026); 58
- Certain residents of Hong Kong (effective until February 5, 2025). 59
- Palestinian nationals (effective until August 14, 2025). 60
- Lebanese nationals (effective until January 26, 2026). 61

Extended Voluntary Departure (EVD) was the predecessor to TPS prior to the Immigration Act of 1990. It was a discretionary authority used by the Attorney General (at a time when the Immigration and Naturalization Service was housed in DOJ) to give nationals of certain countries experiencing turbulent country conditions temporary permission to remain in the United States. Congress eliminated EVD with the creation of TPS.

1. 8 U.S.C. § 1254a.
2. Immigration Act of 1990"
text34_fixed_0005,text34,text34.md,5,fixed,513,227,"nationals of certain countries experiencing turbulent country conditions temporary permission to remain in the United States. Congress eliminated EVD with the creation of TPS.

1. 8 U.S.C. § 1254a.
2. Immigration Act of 1990, Pub. L. 101-649, 104 Stat. 4978 (1990).
3. Ibid.
4. Ibid.
5. Jill H. Wilson, Temporary Protected Status and Deferred Enforced Departure (Washington, DC: Congressional Research Service, updated May 28, 2024), p. 6, https://sgp.fas.org/crs/homesec/RS20844.pdf.
6. Extension and Redesignation of Haiti for Temporary Protected Status, 89 Fed. Reg. 54484 (July 1, 2024), https://www.federalregister.gov/public-inspection/2024-14247/extension-and-redesignation-of-haiti-for-temporary-protected-status; Extension and Redesignation of Yemen for Temporary Protected Status, 89 Fed. Reg. 56765 (July 10, 2024), https://www.federalregister.gov/documents/2024/07/10/2024-15084/extension-and-redesignation-of-yemen-for-temporary-protectedstatus; Extension and Redesignation of Somalia for Temporary Protected Status, 89 Fed. Reg. 59135 (July 22, 2024), https://www.federalregister.gov/documents/2024/07/22/2024-15829/extension-and-redesignation-of-somalia-for-temporary-protectedstatus.
7. 8 U.S.C. § 1254a(b). Note that TPS designations based on an environmental disaster also require the foreign state to officially request designation. This request is not required for TPS designations for other reasons.
8. 8 U.S.C. § 1254a.
9. Ibid.
10. 8 U.S.C. § 1254a(b). Occasionally, the Secretary will re-designate a country for TPS, which is different from an extension in that it updates the physical presence requirement to allow those foreign nationals who have arrived in the United States since the previous designation to apply for TPS.
11. Ibid.
12. 8 C.F.R. § 244.19.
13. Ibid.
14. 8 C.F.R. § 244.
15. Ibid. § 244.7"
text34_fixed_0006,text34,text34.md,6,fixed,511,171,"designation to apply for TPS.
11. Ibid.
12. 8 C.F.R. § 244.19.
13. Ibid.
14. 8 C.F.R. § 244.
15. Ibid. § 244.7.
16. 8 U.S.C. § 1254a(a).
17. 8 C.F.R. § 244.15.
18. U.S. Citizenship and Immigration Services, 'Policy Memorandum PM-602-0188, Rescission of Matter of Z-R-Z-C- as an Adopted Decision; agency interpretation of authorized travel by TPS beneficiaries,' July 1, 2022, https://www.uscis.gov/sites/default/files/document/memos/PM-602-0188-RescissionofMatterofZ-R-Z-C-.pdf; U.S. Citizenship and Immigration Services, 'Temporary Protected Status,' https://www.uscis.gov/humanitarian/temporary-protected-status, last accessed June 13, 2023.
19. 8 U.S.C. § 1254a(f).
20. U.S. Citizenship and Immigration Services (USCIS), 'Temporary Protected Status,' last reviewed/updated June 20, 2024, https://www.uscis.gov/humanitarian/temporary-protected-status.
21. Extension and Redesignation of Afghanistan for Temporary Protected Status, 88 Fed. Reg. 65728 (September 25, 2023), https://www.federalregister.gov/documents/2023/09/25/2023-20791/extension-and-redesignation-of-afghanistan-for-temporaryprotected-status.
22. Extension and Redesignation of Burma (Myanmar) for Temporary Protected Status, 89 Fed. Reg. 20682 (Mar.ch25, 2024), https://www.federalregister.gov/documents/2024/03/25/2024-06104/extension-and-redesignation-of-burma-myanmar-for-temporaryprotected-status.
23. Extension and Redesignation of Cameroon for Temporary Protected Status, 88 Fed. Reg. 69945 (October 10, 2023), https://www.federalregister.gov/documents/2023/10/10/2023-22375/extension-and-redesignation-of-cameroon-for-temporary-protectedstatus.
24. Reconsideration and Rescission of Termination of the Designation of El Salvador for Temporary Protected Status; Extension of the"
text34_fixed_0007,text34,text34.md,7,fixed,512,153,"2023-22375/extension-and-redesignation-of-cameroon-for-temporary-protectedstatus.
24. Reconsideration and Rescission of Termination of the Designation of El Salvador for Temporary Protected Status; Extension of the

- Temporary Protected Status Designation for El Salvador, 88 Fed. Reg. 40282 (June 21, 2023), https://www.federalregister.gov/documents/2023/06/21/2023-13018/reconsideration-and-rescission-of-termination-of-the-designation-ofel-salvador-for-temporary.
25. Extension and Redesignation of Ethiopia for Temporary Protected Status, 89 Fed. Reg. 26172 (April 15, 2024), https://www.federalregister.gov/documents/2022/12/12/2022-26880/designation-of-ethiopia-for-temporary-protected-status.
26. Extension and Redesignation of Haiti for Temporary Protected Status, 89 Fed. Reg. 54484 (July 1, 2024), https://www.federalregister.gov/public-inspection/2024-14247/extension-and-redesignation-of-haiti-for-temporary-protected-status.
27. Reconsideration and Rescission of Termination of the Designation of Honduras for Temporary Protected Status; Extension of the Temporary Protected Status Designation for Honduras, 88 Fed. Reg. 40304 (June 21, 2023), https://www.federalregister.gov/documents/2023/06/21/2023-13017/reconsideration-and-rescission-of-termination-of-the-designation-ofhonduras-for-temporary-protected.
28. Designation of Lebanon for Temporary Protected Status, 89 Fed. Reg. 93641 (Nov. 27, 2024), https://www.federalregister.gov/documents/2024/11/27/2024-27788/designation-of-lebanon-for-temporary-protected-status.
29. Reconsideration and Rescission of Termination of the Designation of Nepal for Temporary Protected Status; Extension of the Temporary Protected Status Designation for Nepal, 88 Fed. Reg. 40317 (June 21, 2023), https://www.federalregister.gov/documents/2023/06/21/202313019/reconsideration-and-rescission-of-termination-of-the-designation-of-nepal-for-temporary-protected.
30"
text34_fixed_0008,text34,text34.md,8,fixed,512,134,"21, 2023), https://www.federalregister.gov/documents/2023/06/21/202313019/reconsideration-and-rescission-of-termination-of-the-designation-of-nepal-for-temporary-protected.
30. Reconsideration and Rescission of Termination of the Designation of Nicaragua for Temporary Protected Status; Extension of the Temporary Protected Status Designation for Nicaragua, 88 Fed. Reg. 40294 (June 21, 2023), https://www.federalregister.gov/documents/2023/06/21/2023-13246/reconsideration-and-rescission-of-termination-of-the-designation-ofnicaragua-for-temporary.
31. Extension and Redesignation of Somalia for Temporary Protected Status, 89 Fed. Reg. 59135 (July 22, 2024), https://www.federalregister.gov/documents/2024/07/22/2024-15829/extension-and-redesignation-of-somalia-for-temporary-protectedstatus.

32.

Extension and Redesignation of South Sudan for Temporary Protected Status, 87 Fed. Reg. 12190 (Mar. 3, 2022), https://www.federalregister.gov/documents/2022/03/03/2022-04573/extension-and-redesignation-of-south-sudan-for-temporary-

protected-status.

33. Extension and Redesignation of Sudan for Temporary Protected Status, 88 Fed. Reg. 56864 (Aug. 21, 2023), https://www.federalregister.gov/documents/2023/08/21/2023-17877/extension-and-redesignation-of-sudan-for-temporary-protectedstatus.
34. Extension and Redesignation of Syria for Temporary Protected Status, 89 Fed. Reg. 5562 (Jan. 29, 2024) https://www.federalregister.gov/documents/2024/01/29/2024-01764/extension-and-redesignation-of-syria-for-temporary-protected-status.
35. Extension and Redesignation of Ukraine for Temporary Protected Status, 88 Fed. Reg. 56872 (Aug. 21, 2023), https://www.federalregister.gov/documents/2023/08/21/2023-17875/extension-and-redesignation-of-ukraine-for-temporary-protectedstatus.
36. Extension and Redesignation of Venezuela for"
text34_fixed_0009,text34,text34.md,9,fixed,512,184,"), https://www.federalregister.gov/documents/2023/08/21/2023-17875/extension-and-redesignation-of-ukraine-for-temporary-protectedstatus.
36. Extension and Redesignation of Venezuela for Temporary Protected Status. 88 Fed. Reg. 68130 (October 3, 2023), https://www.federalregister.gov/documents/2023/10/03/2023-21865/extension-and-redesignation-of-venezuela-for-temporary-protectedstatus.
37. Extension and Redesignation of Yemen for Temporary Protected Status, 89 Fed. Reg. 56765 (July 10, 2024), https://www.federalregister.gov/documents/2024/07/10/2024-15084/extension-and-redesignation-of-yemen-for-temporary-protectedstatus.
38. Termination of the Designation of Angola for Temporary Protected Status, 68 Fed. Reg. 3896 (Jan. 27, 2003), https://www.federalregister.gov/d/03-1994.
39. Termination of the Designation of Bosnia-Herzegovina for Temporary Protected Status, 65 Fed. Reg. 52789 (Aug. 30, 2000), https://www.federalregister.gov/d/00-22138.
40. Termination of the Designation of Burundi for Temporary Protected Status; Automatic Extension of Employment Authorization Documentation for Burundi TPS Beneficiaries, 72 Fed. Reg. 61172 (Oct. 29, 2007), https://www.federalregister.gov/d/E7-21128.
41. Six-Month Extension of Temporary Protected Status Benefits for Orderly Transition Before Termination of Guinea's Designation for Temporary Protected Status, 81 Fed. Reg. 66064 (Sep. 26, 2016), https://www.federalregister.gov/d/2016-23244.
42. Six-Month Extension and Termination of Designation of Guinea-Bissau under the Temporary Protected Status Program, 65 Fed. Reg. 15016 (Mar. 20, 2000), https://www.govinfo.gov/content/pkg/FR-2000-03-20/pdf/00-6750.pdf.

43. Termination of the Province of Kosovo in the Republic of Serbia in the State of the Federal Republic of Yugoslavia (Serbia-Montenegro) Under the Temporary Protected Status Program,"
